DATA;Livello invaso                              (m s.l.m.);Volume invaso                             (m3);Pioggia Ridracoli                        (mm);Apporto mc/giorno;Prelievi m3/giorno
2/3/2020;553,04;28854593;67,2;2606991,394;175667,606
3/3/2020;555,9;31637252;5,0;1298574,921;-996723,9207
4/3/2020;556,2;31939103;2,0;525029,1641;-272023,1641
5/3/2020;556,45;32192109;6,4;434669,0598;-139509,0598
6/3/2020;556,74;32487269;4,2;885518,0969;-434247,0969
7/3/2020;557,18;32938540;12,2;550673,0255;-364862,0255
8/3/2020;557,36;33124351;0,0;391042,1173;-391042,1173
9/3/2020;557,36;33124351;0,0;312114,8666;-363798,8666
10/3/2020;557,31;33072667;0,0;231971,7178;-293921,7178
11/3/2020;557,25;33010717;0,0;224186,5173;-193221,5173
12/3/2020;557,28;33041682;0,0;194231,1882;-173577,1882
13/3/2020;557,3;33062336;0,0;189751,8356;-189751,8356
14/3/2020;557,3;33062336;0,6;185939,3669;-196267,3669
15/3/2020;557,29;33052008;0,0;181699,1936;-202349,1936
16/3/2020;557,27;33031358;0,0;124537,4897;-176124,4897
17/3/2020;557,22;32979771;0,2;116348,2841;-167881,2841
18/3/2020;557,17;32928238;0,0;122800,3761;-174280,3761
19/3/2020;557,12;32876758;0,0;108307,5279;-211105,5279
20/3/2020;557,02;32773960;0,0;101662,5847;-193996,5847
21/3/2020;556,93;32681626;0,0;95529,47388;-156989,4739
22/3/2020;556,87;32620166;1,0;71506,69498;-163550,695
23/3/2020;556,78;32528122;0,0;102251,7471;-204319,7471
24/3/2020;556,68;32426054;3,4;76001,05934;-157502,0593
25/3/2020;556,6;32344553;24,2;101065,337;-162100,337
26/3/2020;556,54;32283518;24,6;98777,70538;-180038,7054
27/3/2020;556,46;32202257;5,6;102234,7115;-163090,7115
28/3/2020;556,4;32141401;0,0;307542,3431;-114568,3431
29/3/2020;556,59;32334375;0,0;525138,9587;-106087,9587
30/3/2020;557;32753426;3,8;682266,7557;-259603,7557
31/3/2020;557,41;33176089;5,8;360827,71;-391876,71
1/4/2020;557,38;33145040;0,0;224818,8354;-255848,8354
2/4/2020;557,35;33114010;0,0;226131,5094;-246807,5094
3/4/2020;557,33;33093334;0,0;151311,8855;-182309,8855
4/4/2020;557,3;33062336;0,0;153545,8145;-194845,8145
5/4/2020;557,26;33021036;0,0;161407,7888;-182044,7888
6/4/2020;557,24;33000399;0,0;177887,1162;-188202,1162
7/4/2020;557,23;32990084;0,0;168286,6379;-199219,6379
8/4/2020;557,2;32959151;0,0;149582,7438;-190796,7438
9/4/2020;557,16;32917937;0,0;141845,4575;-183024,4575
10/4/2020;557,12;32876758;0,0;118161,3167;-179865,3167
11/4/2020;557,06;32815054;0,0;130379,9435;-171473,9435
12/4/2020;557,02;32773960;0,0;116947,0356;-168265,0356
13/4/2020;556,97;32722642;1,0;122387,2868;-173652,2868
14/4/2020;556,92;32671377;1,8;110364,1068;-182044,1068
15/4/2020;556,85;32599697;0,0;80096,61484;-172102,6148
16/4/2020;556,76;32507691;0,0;83514,53362;-195730,5336
17/4/2020;556,65;32395475;0,0;83074,62387;-184864,6239
18/4/2020;556,55;32293685;0,0;85003,64628;-196725,6463
19/4/2020;556,44;32181963;0,0;53941,33816;-165404,3382
20/4/2020;556,33;32070500;40,8;189321,1235;-6792,123505
21/4/2020;556,51;32253029;17,4;692268,2007;-181605,2007
22/4/2020;557,01;32763692;2,0;454686,1633;-248918,1633
23/4/2020;557,21;32969460;0,0;302248,2651;-230026,2651
24/4/2020;557,28;33041682;0,0;192701,9325;-192701,9325
25/4/2020;557,28;33041682;0,0;161576,8272;-213174,8272
26/4/2020;557,23;32990084;0,2;118742,4866;-170286,4866
27/4/2020;557,18;32938540;0,0;119040,5594;-211684,5594
28/4/2020;557,09;32845896;22,4;164837,1815;-72193,18147
29/4/2020;557,18;32938540;3,8;410715,7059;-245584,7059
30/4/2020;557,34;33103671;0,0;161612,8967;-182284,8967
1/5/2020;557,32;33082999;3,8;137711,1031;-209993,1031
2/5/2020;557,25;33010717;0,0;158398,0362;-189344,0362
3/5/2020;557,22;32979771;1,4;119591,7572;-171124,7572
4/5/2020;557,17;32928238;0,0;139904,3072;-222246,3072
5/5/2020;557,09;32845896;0,0;88268,14613;-170472,1461
6/5/2020;557,01;32763692;0,6;102321,5481;-194636,5481
7/5/2020;556,92;32671377;0,2;89697,33009;-212513,3301
8/5/2020;556,8;32548561;0,0;72931,11534;-195438,1153
9/5/2020;556,68;32426054;0,0;68663,80749;-180691,8075
10/5/2020;556,57;32314026;0,0;64599,12014;-186516,1201
11/5/2020;556,45;32192109;14,2;87131,03027;-168238,0303
12/5/2020;556,37;32111002;7,8;137917,9516;-178419,9516
13/5/2020;556,33;32070500;0,0;92907,79266;-194014,7927
14/5/2020;556,23;31969393;0,0;82775,82493;-193746,8249
15/5/2020;556,12;31858422;3,2;75941,25423;-156486,2542
16/5/2020;556,04;31777877;0,4;79316,32118;-169766,3212
17/5/2020;555,95;31687427;1,4;88396,60378;-168651,6038
18/5/2020;555,87;31607172;6,4;71264,01901;-161390,019
19/5/2020;555,78;31517046;4,8;72954,18663;107468,8134
20/5/2020;555,96;31697469;22,8;807250,8087;-322756,8087
21/5/2020;556,44;32181963;0,0;326465,7234;-265558,7234
22/5/2020;556,5;32242870;0,0;179433,799;-189589,799
23/5/2020;556,49;32232714;0,0;120279,8584;-171030,8584
24/5/2020;556,44;32181963;2,6;112655,7243;-173485,7243
25/5/2020;556,38;32121133;0,2;92219,72237;-183320,7224
26/5/2020;556,29;32030032;0,0;63755,55038;-174867,5504
27/5/2020;556,18;31918920;0,0;83880,0951;-184667,0951
28/5/2020;556,08;31818133;0,0;54516,11195;-114887,1119
29/5/2020;556,02;31757762;31,6;196650,4807;-206704,4807
30/5/2020;556,01;31747708;0,0;82258,62637;-152578,6264
31/5/2020;555,94;31677388;0,2;64212,44946;-134428,4495
1/6/2020;555,87;31607172;0,0;79630,73444;-199759,7344
2/6/2020;555,75;31487043;0,0;41196,03195;-151047,032
3/6/2020;555,64;31377192;0,0;40740,54909;-160284,5491
4/6/2020;555,52;31257648;25,0;97685,02235;31834,97765
5/6/2020;555,65;31387168;3,4;343471,2822;-313531,2822
6/6/2020;555,68;31417108;0,0;121699,2062;-191529,2062
7/6/2020;555,61;31347278;0,0;77946,4119;-157626,4119
8/6/2020;555,53;31267598;12,6;106848,9384;-196325,9384
9/6/2020;555,44;31178121;1,2;72918,28709;-162225,2871
10/6/2020;555,35;31088814;5,4;74281,43978;-143624,4398
11/6/2020;555,28;31019471;0,0;65122,91565;-193627,9156
12/6/2020;555,15;30890966;0,0;61752,18487;-199744,1849
13/6/2020;555,01;30752974;3,0;55836,8248;-144328,8248
14/6/2020;554,92;30664482;4,0;54834,10435;-182356,1043
15/6/2020;554,79;30536960;5,6;46226,93253;-163623,9325
16/6/2020;554,67;30419563;3,8;59906,3324;-177003,3324
17/6/2020;554,55;30302466;0,2;56398,30685;-173193,3068
18/6/2020;554,43;30185671;0,0;38192,99984;-183764,9998
19/6/2020;554,28;30040099;0,0;35999,38116;-171442,3812
20/6/2020;554,14;29904656;0,0;76579,97875;-221245,9788
21/6/2020;553,99;29759990;2,0;6935,649204;-151134,6492
22/6/2020;553,84;29615791;0,0;33744,94801;-187041,948
23/6/2020;553,68;29462494;0,0;20764,35843;-173532,3584
24/6/2020;553,52;29309726;0,0;34805,67884;-187043,6788
25/6/2020;553,36;29157488;0,0;20402,56276;-172113,5628
26/6/2020;553,2;29005777;0,0;22118,84394;-163869,8439
27/6/2020;553,05;28864026;0,0;24412,25882;-193902,2588
28/6/2020;552,87;28694536;0,0;17610,73594;-167710,7359
29/6/2020;552,71;28544436;0,0;24649,20816;-164892,2082
30/6/2020;552,56;28404193;0,0;13265,10286;-180950,1029
1/7/2020;552,38;28236508;0,0;7548,580742;-183832,5807
2/7/2020;552,19;28060224;0,0;29167,55533;-195495,5553
3/7/2020;552,01;27893896;4,0;16151,54257;-163447,5426
4/7/2020;551,85;27746600;0,4;-1541,442776;-154391,5572
5/7/2020;551,68;27590667;0,0;6107,262468;-188809,2625
6/7/2020;551,48;27407965;0,0;8127,573538;-180946,5735
7/7/2020;551,29;27235146;3,6;7951,513982;-171005,514
8/7/2020;551,11;27072092;0,0;4638,09675;-167040,0967
9/7/2020;550,93;26909690;0,0;9147,47901;-179867,479
10/7/2020;550,74;26738970;0,0;5401,452899;-184327,4529
11/7/2020;550,54;26560044;0,0;1275,751841;-170515,7518
12/7/2020;550,35;26390804;3,0;15274,13063;-174943,1306
13/7/2020;550,17;26231135;0,0;-5111,091971;-153914,908
14/7/2020;549,99;26072109;0,0;10141,66746;-177305,6675
15/7/2020;549,8;25904945;5,4;10234,30538;-167941,3054
16/7/2020;549,62;25747238;0,0;2985,583806;-168759,5838
17/7/2020;549,43;25581464;2,6;13602,20761;-152650,2076
18/7/2020;549,27;25442416;0,2;15193,45579;-171021,4558
19/7/2020;549,09;25286588;0,0;-4716,897047;-150476,103
20/7/2020;548,91;25131395;0,0;7531,359029;-187787,359
21/7/2020;548,7;24951139;0,0;1904,880917;-172777,8809
22/7/2020;548,5;24780266;0,0;8327,387381;-178420,3874
23/7/2020;548,3;24610173;11,4;17280,67746;-178149,6775
24/7/2020;548,11;24449304;10,4;25177,35786;-168520,3579
25/7/2020;547,94;24305961;0,2;-7534,7193;-168763,2807
26/7/2020;547,73;24129663;0,0;-630,3449214;-158144,6551
27/7/2020;547,54;23970888;0,0;355,1257342;-175034,1257
28/7/2020;547,33;23796209;0,0;12684,77368;-186517,7737
29/7/2020;547,12;23622376;0,0;6541,266632;-187746,2666
30/7/2020;546,9;23441171;0,0;-7776,638246;-164329,3618
31/7/2020;546,69;23269065;0,0;12820,24412;-200353,2441
1/8/2020;546,46;23081532;0,0;-4512,804329;-182016,1957
2/8/2020;546,23;22895003;0,0;8371,247935;-161704,2479
3/8/2020;546,04;22741670;0,0;1984,651959;-186685,652
4/8/2020;545,81;22556969;16,4;36456,82869;-148394,8287
5/8/2020;545,67;22445031;12,0;18618,80836;-161997,8084
6/8/2020;545,49;22301652;1,4;-7541,055536;-166874,9445
7/8/2020;545,27;22127236;0,0;-1987,812674;-155786,1873
8/8/2020;545,07;21969462;0,0;7663,287663;-203830,2877
9/8/2020;544,82;21773295;0,0;2226,410776;-189452,4108
10/8/2020;544,58;21586069;0,0;-4409,474695;-174012,5253
11/8/2020;544,35;21407647;0,0;4710,464895;-182154,4649
12/8/2020;544,12;21230203;0,0;16406,58975;-200524,5897
13/8/2020;543,88;21046085;0,0;4152,188623;-187211,1886
14/8/2020;543,64;20863026;0,0;-7587,727261;-174415,2727
15/8/2020;543,4;20681023;0,0;-2424,579084;-178525,4209
16/8/2020;543,16;20500073;0,0;12721,60406;-185146,6041
17/8/2020;542,93;20327648;0,0;-4974,331176;-196212,6688
18/8/2020;542,66;20126461;0,4;-5636,496806;-179469,5032
19/8/2020;542,41;19941355;0,0;1178,319338;-170480,3193
20/8/2020;542,18;19772053;0,0;-9355,582809;-188176,4172
21/8/2020;541,91;19574521;0,0;-7214,043188;-174519,9568
22/8/2020;541,66;19392787;0,0;7594,109201;-188211,1092
23/8/2020;541,41;19212170;0,2;7923,963618;-194583,9636
24/8/2020;541,15;19025510;0,0;-6491,403937;-171858,5961
25/8/2020;540,9;18847160;0,0;-3733,365548;-173510,6345
26/8/2020;540,65;18669916;0,0;-4652,039301;-171488,9607
27/8/2020;540,4;18493775;0,0;-801,1884928;-195173,8115
28/8/2020;540,12;18297800;0,0;6937,29136;-194611,2914
29/8/2020;539,85;18110126;0,0;-15361,48481;-143506,5152
30/8/2020;539,62;17951258;17,4;28780,8692;-179879,8692
31/8/2020;539,4;17800159;10,6;3480,524111;-119664,5241
1/9/2020;539,23;17683975;0,2;21233,92482;-177626,9248
2/9/2020;539;17527582;2,4;10043,53144;-145295,5314
3/9/2020;538,8;17392330;0,0;7256,472731;-155239,4727
4/9/2020;538,58;17244347;0,2;750,1666009;-154571,1666
5/9/2020;538,35;17090526;0,0;7953,935695;-154240,9357
6/9/2020;538,13;16944239;0,0;-2825,303364;-142636,6966
7/9/2020;537,91;16798777;0,0;4792,165196;-155986,1652
8/9/2020;537,68;16647583;0,0;-15932,95498;-140879,045
9/9/2020;537,44;16490771;0,2;3246,029305;-152611,0293
10/9/2020;537,21;16341406;0,0;10905,5254;-152942,5254
11/9/2020;536,99;16199369;0,0;-10423,8749;-143600,1251
12/9/2020;536,75;16045345;0,0;2998,534691;-156058,5347
13/9/2020;536,51;15892285;0,0;-290,5703813;-145490,4296
14/9/2020;536,28;15746504;0,0;-1143,653584;-143757,3464
15/9/2020;536,05;15601603;0,0;-211,980886;-143814,0191
16/9/2020;535,82;15457577;0,2;15654,77085;-165010,7709
17/9/2020;535,58;15308221;0,0;-11273,12365;-137133,8764
18/9/2020;535,34;15159814;0,0;-5937,103343;-135400,8967
19/9/2020;535,11;15018476;0,0;6822,216225;-159469,2162
20/9/2020;534,86;14865829;19,8;19082,45373;-140466,4537
21/9/2020;534,66;14744445;14,4;10370,83154;-125082,8315
22/9/2020;534,47;14629733;4,2;10675,26891;-136783,2689
23/9/2020;534,26;14503625;1,8;-10339,68594;-126960,3141
24/9/2020;534,03;14366325;15,8;38240,87534;3455,12466
25/9/2020;534,1;14408021;34,8;197429,7134;-286682,7134
26/9/2020;533,95;14318768;1,4;9485,096812;-139736,0968
27/9/2020;533,73;14188517;21,0;49595,03689;-96767,03689
28/9/2020;533,65;14141345;0,4;46258,14571;-169595,1457
29/9/2020;533,44;14018008;0,2;11996,55662;-169539,5566
30/9/2020;533,17;13860465;0,2;-1635,66218;-137429,3378
1/10/2020;532,93;13721400;0,4;4880,516839;-148769,5168
2/10/2020;532,68;13577511;0,0;7838,424754;-133643,4248
3/10/2020;532,46;13451706;29,0;79728,72562;-130974,7256
4/10/2020;532,37;13400460;15,4;31342,25864;8504,741356
5/10/2020;532,44;13440307;28,2;212133,9111;-291751,9111
6/10/2020;532,3;13360689;0,6;37012,8931;-116321,8931
7/10/2020;532,16;13281380;20,2;116617,1059;-167440,1059
8/10/2020;532,07;13230557;0,2;38111,97224;-139375,9722
9/10/2020;531,89;13129293;0,2;20193,50624;-154427,5062
10/10/2020;531,65;12995059;0,2;10879,61526;-138678,6153
11/10/2020;531,42;12867260;61,8;234171,4005;55939,59955
12/10/2020;531,94;13157371;22,0;427259,5093;-257968,5093
13/10/2020;532,24;13326662;0,2;149628,1448;-194910,1448
14/10/2020;532,16;13281380;20,6;92679,12941;-24718,12941
15/10/2020;532,28;13349341;11,4;362886,2045;-209148,2045
16/10/2020;532,55;13503079;0,8;182178,7262;-199316,7262
17/10/2020;532,52;13485941;1,8;90446,23032;-170240,2303
18/10/2020;532,38;13406147;0,4;61013,11054;-157491,1105
19/10/2020;532,21;13309669;0,2;38274,28493;-168081,2849
20/10/2020;531,98;13179862;0,4;20820,53161;-172148,5316
21/10/2020;531,71;13028534;0,2;15973,98891;-177247,9889
22/10/2020;531,42;12867260;0,2;15263,84768;-175234,8477
23/10/2020;531,13;12707289;0,2;16377,01807;-175049,0181
24/10/2020;530,84;12548617;11,0;17459,61771;-164027,6177
25/10/2020;530,57;12402049;0,2;18622,6347;-164074,6347
26/10/2020;530,3;12256597;16,2;56890,80162;-89061,80162
27/10/2020;530,24;12224426;1,4;228583,8638;-158809,8638
28/10/2020;530,37;12294200;0,2;130868,0969;-157735,0969
29/10/2020;530,32;12267333;0,2;88353,93219;-125902,9322
30/10/2020;530,25;12229784;0,2;65404,23603;-124260,236
31/10/2020;530,14;12170928;0,2;63961,68823;-138602,6882
1/11/2020;530;12096287;0,2;45562,20646;-119906,2065
2/11/2020;529,86;12021943;0,2;34236,93295;-108283,9329
3/11/2020;529,72;11947896;0,0;41900,90361;-120907,9036
4/11/2020;529,57;11868889;1,4;37513,46798;-116182,468
5/11/2020;529,42;11790220;0,2;47196,76094;-141151,7609
6/11/2020;529,24;11696265;0,0;20404,24933;-103512,2493
7/11/2020;529,08;11613157;0,4;26314,67199;-109039,672
8/11/2020;528,92;11530432;0,2;25776,46465;-102983,4647
9/11/2020;528,77;11453225;0,2;27944,54012;-109930,5401
10/11/2020;528,61;11371239;0,2;31857,72429;-113462,7243
11/11/2020;528,45;11289634;0,2;23546,30527;-109836,3053
12/11/2020;528,28;11203344;1,2;23624,58801;-94365,58801
13/11/2020;528,14;11132603;0,0;18430,3319;-103942,3319
14/11/2020;527,97;11047091;1,8;22603,18651;-97702,18651
15/11/2020;527,82;10971992;0,2;18070,18805;-92838,18805
16/11/2020;527,67;10897224;23,8;169261,2865;-9356,286545
17/11/2020;527,99;11057129;5,4;321023,9479;-164678,9479
18/11/2020;528,3;11213474;0,0;165878,294;-135454,294
19/11/2020;528,36;11243898;0,2;106513,9206;-106513,9206
20/11/2020;528,36;11243898;30,6;542217,6865;-16816,68646
21/11/2020;529,38;11769299;0,0;319473,6809;-204109,6809
22/11/2020;529,6;11884663;0,0;164981,583;-154457,583
23/11/2020;529,62;11895187;0,0;122833,3042;-112303,3042
24/11/2020;529,64;11905717;0,0;94071,91429;-104601,9143
25/11/2020;529,62;11895187;0,0;82910,99281;-109208,9928
26/11/2020;529,57;11868889;0,0;66041,3126;-108040,3126
27/11/2020;529,49;11826890;0,2;61903,7447;-98573,7447
28/11/2020;529,42;11790220;0,2;55902,25868;-92498,25868
29/11/2020;529,35;11753624;4,4;61123,63644;-97645,63644
30/11/2020;529,28;11717102;0,0;55346,19427;-96996,19427
1/12/2020;529,2;11675452;4,4;62361,94668;-88343,94668
2/12/2020;529,15;11649470;24,4;160727,0519;-51349,05193
3/12/2020;529,36;11758848;1,4;221115,7494;-111074,7494
4/12/2020;529,57;11868889;10,4;262834,7168;1285803,283
5/12/2020;532,4;13417527;89,0;3167167,236;-275640,2363
6/12/2020;537,16;16309054;32,0;2610878,906;-1044329,906
7/12/2020;539,51;17875603;2,0;873039,743;-219727,743
8/12/2020;540,45;18528915;14,6;1019836,176;106087,8245
9/12/2020;542,02;19654839;11,8;1275737,146;-287337,146
10/12/2020;543,35;20643239;5,0;801624,9573;-199269,9573
11/12/2020;544,14;21245594;0,0;572317,5613;-224062,5613
12/12/2020;544,59;21593849;0,6;391553,8055;-180798,8055
13/12/2020;544,86;21804604;0,0;288364,0457;-154971,0457
14/12/2020;545,03;21937997;0,0;232143,2076;-161304,2076
15/12/2020;545,12;22008836;0,0;197354,5052;-150045,5052
16/12/2020;545,18;22056145;0,4;161371,8533;-121895,8533
17/12/2020;545,23;22095621;0,0;157303,0048;-165202,0048
18/12/2020;545,22;22087722;0,0;145173,8411;-153070,8411
19/12/2020;545,21;22079825;0,2;123509,705;-139297,705
20/12/2020;545,19;22064037;0,0;114808,3271;-138477,3271
21/12/2020;545,16;22040368;0,2;127315,9115;-158847,9115
22/12/2020;545,12;22008836;0,0;85103,70255;-124477,7025
23/12/2020;545,07;21969462;0,0;103509,6989;-111378,6989
24/12/2020;545,06;21961593;2,4;142787,2295;-166383,2295
25/12/2020;545,03;21937997;9,0;176476,4099;-81991,40991
26/12/2020;545,15;22032482;28,0;282899,4461;-180237,4461
27/12/2020;545,28;22135144;0,0;182728,3379;-127317,3379
28/12/2020;545,35;22190555;64,8;2300046,515;349381,4851
29/12/2020;548,57;24839983;23,6;1714740,271;-110552,271
30/12/2020;550,41;26444171;3,8;1303956,876;-558339,8756
31/12/2020;551,24;27189788;3,8;596658,4305;-223235,4305
1/1/2021;551,65;27563211;9,8;717870,7397;29871,26025
2/1/2021;552,46;28310953;13,2;1231308,847;-89331,84705
3/1/2021;553,67;29452930;0,4;968859,7504;-391378,7504
4/1/2021;554,27;30030411;2,6;528941,478;-188616,478
5/1/2021;554,62;30370736;12,6;435717,5262;-191060,5262
6/1/2021;554,87;30615393;9,4;389294,7144;-172911,7144
7/1/2021;555,09;30831776;0,0;324958,2825;-186730,2825
8/1/2021;555,23;30970004;1,0;318560,3256;-239387,3256
9/1/2021;555,31;31049177;2,2;218914,8926;-139606,8926
10/1/2021;555,39;31128485;22,2;242344,8784;-192708,8784
11/1/2021;555,44;31178121;1,0;209362,8021;-189493,8021
12/1/2021;555,46;31197990;0,0;190652,8725;-180714,8725
13/1/2021;555,47;31207928;0,0;185391,0736;-185391,0736
14/1/2021;555,47;31207928;0,0;372134,0424;-93019,04236
15/1/2021;555,75;31487043;0,0;352210,8307;-232081,8307
16/1/2021;555,87;31607172;0,0;273933,49;-193678,49
17/1/2021;555,95;31687427;0,0;226824,5132;-196693,5132
18/1/2021;555,98;31717558;0,0;199465,7753;-189417,7753
19/1/2021;555,99;31727606;0,0;172365,992;-172365,992
20/1/2021;555,99;31727606;1,0;170720,4838;-180768,4838
21/1/2021;555,98;31717558;3,6;238855,3871;124208,6129
22/1/2021;556,34;32080622;42,2;1113064,206;-110687,2059
23/1/2021;557,32;33082999;47,4;1252845,648;-1076862,648
24/1/2021;557,49;33258982;15,6;912066,9708;-1005311,971
25/1/2021;557,4;33165737;25,2;569694,9326;-590391,9326
26/1/2021;557,38;33145040;0,0;324974,453;-397347,453
27/1/2021;557,31;33072667;0,0;211225,8911;-335048,8911
28/1/2021;557,19;32948844;0,0;261684,1599;-261684,1599
29/1/2021;557,19;32948844;0,6;494562,8265;-329396,8265
30/1/2021;557,35;33114010;9,8;248791,4497;-269467,4497
31/1/2021;557,33;33093334;7,4;371491,095;-371491,095
1/2/2021;557,33;33093334;1,2;257691,7763;-319667,7763
2/2/2021;557,27;33031358;0,2;292706,6391;-282382,6391
3/2/2021;557,28;33041682;0,0;323590,2992;-282273,2992
4/2/2021;557,32;33082999;0,0;334513,2774;-375830,2774
5/2/2021;557,28;33041682;0,0;230484,8351;-271767,8351
6/2/2021;557,24;33000399;0,2;292386,113;-282068,113
7/2/2021;557,25;33010717;39,8;625172,3602;-459800,3602
8/2/2021;557,41;33176089;15,6;440158,3786;-378001,3786
9/2/2021;557,47;33238246;21,6;668750,2762;-679115,2762
10/2/2021;557,46;33227881;25,0;717877,3315;-790371,3315
11/2/2021;557,39;33155387;1,4;358863,6841;-420916,6841
12/2/2021;557,33;33093334;6,8;270030,6725;-270030,6725
13/2/2021;557,33;33093334;15,4;294876,8028;-346528,8028
14/2/2021;557,28;33041682;0,0;240887,1849;-302798,1849
15/2/2021;557,22;32979771;0,0;251391,6458;-302924,6458
16/2/2021;557,17;32928238;0,0;277026,7319;-163582,7319
17/2/2021;557,28;33041682;0,0;312323,9296;-239995,9296
18/2/2021;557,35;33114010;0,2;215382,1632;-236058,1632
19/2/2021;557,33;33093334;0,0;169167,8169;-200165,8169
20/2/2021;557,3;33062336;0,0;206298,2346;-175300,2346
21/2/2021;557,33;33093334;0,0;211474,2165;-211474,2165
22/2/2021;557,33;33093334;0,2;190128,2684;-200463,2684
23/2/2021;557,32;33082999;0,2;203828,2677;-286428,2677
24/2/2021;557,24;33000399;0,0;194170,1729;-204485,1729
25/2/2021;557,23;32990084;0,0;184301,017;-204925,017
26/2/2021;557,21;32969460;0,0;162189,1022;-182805,1022
27/2/2021;557,19;32948844;0,0;150793,317;-181700,317
28/2/2021;557,16;32917937;0,0;166014,8781;-207193,8781
1/3/2021;557,12;32876758;0,0;126993,9949;-209248,9949
2/3/2021;557,04;32794503;0,0;127332,3292;-188934,3292
3/3/2021;556,98;32732901;0,0;110847,7798;-172371,7798
4/3/2021;556,92;32671377;0,0;108317,8276;-179997,8276
5/3/2021;556,85;32599697;0,0;87453,09105;-169245,091
6/3/2021;556,77;32517905;5,0;102616,3559;-174071,3559
7/3/2021;556,7;32446450;0,0;86380,5748;-167914,5748
8/3/2021;556,62;32364916;0,0;75119,03057;-187006,0306
9/3/2021;556,51;32253029;4,2;114371,2498;-185437,2498
10/3/2021;556,44;32181963;0,2;66335,14194;-167676,1419
11/3/2021;556,34;32080622;0,0;87513,45749;-188641,4575
12/3/2021;556,24;31979494;0,0;64262,86125;-185334,8613
13/3/2021;556,12;31858422;0,0;75032,63683;-145516,6368
14/3/2021;556,05;31787938;16,8;93951,00632;-174377,0063
15/3/2021;555,97;31707512;0,0;90548,95935;-170837,9594
16/3/2021;555,89;31627223;0,0;77854,61082;-188031,6108
17/3/2021;555,78;31517046;0,0;80191,9796;-190111,9796
18/3/2021;555,67;31407126;2,8;64587,327;-174251,327
19/3/2021;555,56;31297462;0,0;68170,95737;-177578,9574
20/3/2021;555,45;31188054;0,6;47646,42448;-176617,4245
21/3/2021;555,32;31059083;0,0;65903,77064;-174754,7706
22/3/2021;555,21;30950232;0,0;45546,49429;-183715,4943
23/3/2021;555,07;30812063;0,0;62002,78645;-170274,7864
24/3/2021;554,96;30703791;0,0;45947,38884;-153966,3888
25/3/2021;554,85;30595772;0,0;56386,50341;-173934,5034
26/3/2021;554,73;30478224;0,0;69824,08218;-177312,0822
27/3/2021;554,62;30370736;0,0;37800,92955;-164505,9295
28/3/2021;554,49;30244031;0,0;44991,87183;-161636,8718
29/3/2021;554,37;30127386;0,0;61014,56795;-167675,5679
30/3/2021;554,26;30020725;0,0;57818,24684;-164226,2468
31/3/2021;554,15;29914317;0,0;84026,90678;-161256,9068
1/4/2021;554,07;29837087;0,0;63184,35574;-178780,3557
2/4/2021;553,95;29721491;0,0;60085,08339;-117770,0834
3/4/2021;553,89;29663806;0,8;145382,9041;-183798,9041
4/4/2021;553,85;29625390;0,0;110593,8721;-158566,8721
5/4/2021;553,8;29577417;0,0;73755,08995;-159975,09
6/4/2021;553,71;29491197;13,2;84104,20589;-151049,2059
7/4/2021;553,64;29424252;0,2;75972,69402;-152355,694
8/4/2021;553,56;29347869;0,0;53739,63947;-139513,6395
9/4/2021;553,47;29262095;0,0;48096,24252;-162201,2425
10/4/2021;553,35;29147990;2,6;72511,21273;-138935,2127
11/4/2021;553,28;29081566;10,0;163858,8352;16670,16478
12/4/2021;553,47;29262095;37,2;1414862,952;174540,0483
13/4/2021;555,11;30851498;6,6;1052919,498;-497291,4977
14/4/2021;555,67;31407126;0,0;457390,5716;-247320,5716
15/4/2021;555,88;31617196;0,2;298499,6338;-208183,6338
16/4/2021;555,97;31707512;0,0;211891,0858;-161641,0858
17/4/2021;556,02;31757762;0,0;178472,097;-168415,097
18/4/2021;556,03;31767819;0,0;150155,4268;-160212,4268
19/4/2021;556,02;31757762;0,0;130834,0256;-181084,0256
20/4/2021;555,97;31707512;0,0;110584,2213;-160781,2213
21/4/2021;555,92;31657315;0,0;111178,1525;-151297,1525
22/4/2021;555,88;31617196;5,0;102271,9963;-172398,9963
23/4/2021;555,81;31547069;0,2;90811,14807;-150837,1481
24/4/2021;555,75;31487043;0,0;88235,22835;-168152,2283
25/4/2021;555,67;31407126;0,0;97036,69853;-166852,6985
26/4/2021;555,6;31337310;4,6;74640,10563;-124444,1056
27/4/2021;555,55;31287506;9,6;118896,8582;-158702,8582
28/4/2021;555,51;31247700;14,2;145367,1867;-75685,18674
29/4/2021;555,58;31317382;6,2;357548,6206;-177888,6206
30/4/2021;555,76;31497042;3,6;271727,8748;-181640,8748
1/5/2021;555,85;31587129;18,0;455364,9948;220696,0052
2/5/2021;556,52;32263190;2,6;996398,6298;-475358,6298
3/5/2021;557,03;32784230;0,0;427118,5684;-221264,5684
4/5/2021;557,23;32990084;0,0;260922,2923;-229970,2923
5/5/2021;557,26;33021036;0,0;166644,1784;-166644,1784
6/5/2021;557,26;33021036;0,0;146736,0558;-177688,0558
7/5/2021;557,23;32990084;0,0;141021,3284;-223466,3284
8/5/2021;557,15;32907639;0,0;148212,2269;-209955,2269
9/5/2021;557,09;32845896;0,2;111535,4279;-173201,4279
10/5/2021;557,03;32784230;0,0;108590,8619;-190690,8619
11/5/2021;556,95;32702130;9,0;109922,0753;-150921,0753
